i,t,m,Aceite Vegetal,Aguacates,Ahí Verde,Ajo,Alimento Infantil,Apio,Arroz,Arvejas,Azúcar,Café Y Té,Carne De Res,Carnes De Puerco,Cebolla,Cereales Y Cremas,Cervezas,Chocolates,Cigarrillo Y Tabaco,Cocos (Pipas),Condimentos,"Culanto, Perejil, Cebollina",Embutidos,Enlatados Y Envasados,Frijoles,Galletas / Pasteles Y Dulces,Gelatinas,Guineos (Bananos),Harina De Trigo,Helados,Huevos De Gallina,Lecha Evaporada,Leche En Polvo,Leche Líquida,Lechuga,Lentejas,Licores Varios,Limones,Mangos,Manteca,Mantequilla,Manzanas,Margarina,Mariscos,Mayonesa,Maíz De Grano,Maíz De Mazorca,Melones,Miel,Naranjas,Otoes,Otros,Pan De Sal Y Pan De Dulce,"Panela, Raspadura, Etc",Papas,Papayas,Pastas Alimenticias,Pastas De Tomate,Pastillas Y Confites,Pepino,Pescados,Picaritas,Piñas,Plátanos Verdes,Pollo O Gallina,Porotos,Preparación De Maíz,Primer otro,Queso (Blanco Y Amarillo),Raspados Y Duros,Remolacha,Repollo,Sal,Sandias,Sardina Y Atún,Segundo otro,"Sodas, Refrescos Y Jugos",Sopa Enlatada,Tercer otro,Tomate,Viscera De Res,Visceras De Pollo O Gallina,Yuca,Zanahoria,Zapallo / Chayote,Ñame
20038852,2003,Herrera,1.399999976,,0.400000006,0.75,,0.400000006,7.5,,2.700000048,2.25,8,10.5,0.5,0.5899999738,19.20000076,1.350000024,,,0.6499999762,,0.9900000095,0.8000000119,0.5,2.900000095,1.049999952,0.25,0.4600000083,,1,1.980000019,19.95000076,1.220000029,0.8999999762,0.6000000238,,,,,,,0.8999999762,,1.299999952,,,,,,,,2.200000048,,1,,0.6999999881,3.25,0.3000000119,,,1.5,,1.200000048,8.399999619,0.8000000119,1,,2.099999905,,0.5,0.4499999881,0.5,,,,6.75,1.600000024,,4.199999809,,,,0.8000000119,,
20038854,2003,Herrera,2.450000048,,,0.6999999881,,0.400000006,13.5,,1.480000019,2.25,9.800000191,10,1.5,,9.600000381,0.1000000015,,,0.3600000143,,1.049999952,,,0.8000000119,0.6499999762,,0.5,1.25,1,1.850000024,10.85000038,,,1.200000048,4.75,,,,0.25,1,,,0.6499999762,,,,,,,,0.8999999762,,,,1.100000024,1.899999976,0.25,,,0.4499999881,,0.8000000119,,0.8000000119,1.25,,1,0.200000003,,,0.5,,1,,3.900000095,,,1.399999976,,,,1,0.200000003,1.5
20038856,2003,Herrera,3.75,,,0.3000000119,,,9,,,,,,1.799999952,,,,,,0.8000000119,,2,,,3,,,,,2,0.6499999762,,,,,,,,,,,,,,,,,,,,,1,,,,,,0.25,,,0.9499999881,,1.5,42.54999924,,1.950000048,,1,1.200000048,,,,,1,,15,,,1.5,0.5,,,,,
20038859,2003,Darién,1.5,,,,,,3.400000095,,1.799999952,2.25,,2,0.8000000119,0.6000000238,1,,,,0.200000003,,1,,,1.5,,,1.200000048,,1,2.099999905,,,,2,,,,,,,,,,,,,,1,,,1,,,,1.200000048,1,,,,,,,7,1.600000024,,,,2,,,0.5,,1.799999952,,2.5,2,,,,,,,,
20038861,2003,Panamá,1.5,,0.349999994,0.5,,0.3000000119,6.75,,1.549999952,,6.059999943,,0.6000000238,0.3000000119,,,,,0.5,,3.140000105,,,0.75,,0.3000000119,0.8999999762,,2.099999905,2.099999905,2.349999905,10.5,,0.3000000119,,,,,,1,1.899999976,,1.480000019,,,,,,,,9,,0.8000000119,,4.03000021,2.74000001,,,,,,2.5,5.699999809,,0.5,,2.549999952,0.1000000015,,,0.25,,1.649999976,,1.350000024,1.049999952,,,,,,,,
20038862,2003,Panamá,2,,0.150000006,1.5,,0.3000000119,7,,1.549999952,2.25,5.199999809,4.050000191,0.3000000119,0.5,6.5,,,,0.400000006,,7,,,0.3000000119,,0.200000003,0.6000000238,,6,1.299999952,,0.6999999881,,0.6000000238,,,,,,,1,,0.6499999762,1.75,,,6,,,,5.800000191,,1.200000048,,1.110000014,0.9599999785,,,2,,1.5,2,8,0.8000000119,,,2.549999952,,,,0.5,,,,,0.6999999881,,0.5,,,0.8000000119,,,
20038863,2003,Panamá,2,,,1.5,,0.150000006,,,,,5,3,0.3000000119,1.350000024,,,,,0.200000003,,3,,,0.5,,0.3000000119,,,0.6000000238,0.6999999881,,0.6999999881,,0.6000000238,,,,,0.5,,,,0.6499999762,0.5,,,,,0.349999994,,2,,1.200000048,,0.5500000119,0.6399999857,,,1,,2.400000095,2,5,,,,1.200000048,,,,0.25,,0.6000000238,,0.4499999881,0.349999994,,,,,,,,1.200000048
20038864,2003,Panamá,2,,0.200000003,0.150000006,,0.4499999881,7,,1.549999952,2.25,,6,0.3000000119,1.389999986,,,,,1,,3,,1,0.5,,0.200000003,0.400000006,,6.800000191,3.150000095,2.349999905,2.099999905,,0.6000000238,,,,,,,0.25,,0.6499999762,,,,,,,,2,,1.200000048,,1.75,1.600000024,0.200000003,,,,1.75,2.25,,1.600000024,0.75,,3,,,,0.25,,2.400000095,,1.5,0.6999999881,,0.5500000119,,1,0.3000000119,,0.8999999762,1.600000024
20038865,2003,Panamá,2.089999914,,0.150000006,0.3000000119,,0.3000000119,1.5,,,,6.099999905,3.200000048,3,0.3000000119,,,,,0.6000000238,,2.079999924,,,0.5,,,,,,0.6999999881,,,,,,0.5,,,,2,0.25,,0.349999994,,,,,0.5,,,0.75,,1.200000048,,0.5500000119,1.950000048,,0.6000000238,4.5,,,1.25,3,0.8000000119,2.5,,2,,,,,,,,1.5,,,1.100000024,1.700000048,,0.150000006,0.25,,1.600000024
20038866,2003,Panamá,2,,,0.6000000238,,,3.599999905,,1.549999952,2.25,,,0.6000000238,0.8899999857,,,,,0.5,,,,,2.25,,0.5,0.3000000119,,1,,,2.099999905,,,,,,,,,,,,,,,,,,,0.400000006,,1,,0.5899999738,2.00999999,,,2,,,,10,,1.899999976,,1.5,,,,0.25,,0.4499999881,,0.75,0.6999999881,,1.100000024,,,0.4499999881,,0.6000000238,2.400000095
20038867,2003,Panamá,2,,,,,0.3000000119,1.5,,0.6200000048,0.75,,,0.3000000119,3.49000001,3,,2.5,,0.5,,,,1,0.8000000119,,1.5,0.3000000119,1.25,0.6000000238,0.349999994,,,,,,,,,0.25,,,,0.6499999762,,,,,,0.8000000119,,3,,0.8000000119,,1.799999952,1.980000019,,,1,,,1.25,3,0.8000000119,1.25,,0.5,0.8000000119,,,0.25,,2.849999905,,0.8999999762,1.049999952,,0.2700000107,,,0.3000000119,,,0.8000000119
20038868,2003,Panamá,2,,,0.6000000238,,0.4499999881,6.75,,,1.5,4.199999809,,0.3000000119,0.6000000238,3,0.25,,,0.5,,2,,1,0.5,,0.4499999881,0.3000000119,,0.5,0.6999999881,,1.399999976,,0.6000000238,,,,,,,0.25,,,,,,,,,,1.5,,1.600000024,,1.649999976,1.629999995,,0.6000000238,,0.75,,3.75,4,,2.299999952,,1.5,0.5,,,0.25,,4.050000191,,1.799999952,0.6999999881,,0.5500000119,,,0.75,,,1.600000024
20038875,2003,Panamá,2.549999952,,3.640000105,0.9800000191,,2,7.199999809,,1.190000057,7.809999943,41.93999863,,1.179999948,13.46000004,,,,,,2.789999962,8.850000381,9.109999657,0.9800000191,7.179999828,,,,5.300000191,2.900000095,2.720000029,6.099999905,8.800000191,2.24000001,0.5899999738,,,,,,3,,3.660000086,1.690000057,,0.8000000119,1.25,,,1.700000048,,6.610000134,,3,3.150000095,2.299999952,,,0.9499999881,,,,2.819999933,30.72999954,,0.8999999762,4.909999847,4.019999981,,,1.960000038,,,8.430000305,2.849999905,,4.75,1.080000043,6.510000229,,,,6.800000191,1.899999976,1.929999948
20038883,2003,Comarca Emberá,1.399999976,,,,,,,,0.400000006,1,,,,,,,1,,,,,,,0.75,,,0.8000000119,,0.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20038884,2003,Darién,1.5,,,,,,,,1.5,,7.5,6.25,,,,,,,1,,,,,1.5,,,0.8000000119,,7.5,1.600000024,,6,,2.799999952,,,,,0.5,,,,,,,,,,,,4.800000191,,2,,,2.799999952,,,2.400000095,,,,3.900000095,1,,,9,,,,0.5,,1.5,,,,,,,,,,,
20038901,2003,Comarca Emberá,1,,,,,,,,0.400000006,3,,,,,,,0.5,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
20038902,2003,Comarca Emberá,1.600000024,,,,,,,,2.099999905,,,,,,,,,,,,,,,0.5,,,1.799999952,,0.5,0.6999999881,,,,,,,,,,,,,,,,,,,,,0.400000006,,,,,,0.5,,4,0.5,,4,,,,,,1.5,,,0.25,,,,,,,,,,,,,
20038903,2003,Comarca Emberá,,,,0.25,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,,,,,,,,,,,,,,,,,,,,,
20038905,2003,Comarca Emberá,3,,,0.25,,,,,2,1.5,,3,0.5,,,,,,,,,,,,,,1.200000048,,,1.399999976,,,,,,,,,,,,,,,,,,,,,,,,,,0.6999999881,,,2,,,,5,,,,,,,,0.6000000238,,,,1.549999952,,,,,,,,,
20038906,2003,Comarca Emberá,5,,,0.3000000119,,,,,6,3,,3,0.400000006,,,,,,,,,,,0.6000000238,,,0.8999999762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,0.6000000238,,,,,,,1,,,,,,,,,
20038907,2003,Comarca Emberá,2,,,,,,,,1.200000048,0.6000000238,,,,,,,,,,,,,,,,,,,,,,,,0.6000000238,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,2.099999905,,,,,,,,,,,
20038908,2003,Comarca Emberá,3,,,,,,4,,6,3,,6,0.6000000238,,,,0.75,,,,1.25,,,,,,0.6000000238,,1.5,1.399999976,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1.5,,,,7.5,,,,,,,,,,,,,,,,,,,,,
20038909,2003,Comarca Emberá,2,,,,,,,,2,3,,,,,,,,,,,,,,,,,0.6000000238,,0.75,0.6999999881,,,,,,,,,,,,,,,,,,,,,,,,,,0.6999999881,,,2,,,,,,,,,,,,0.3000000119,,,,1,,,,,,,,,
20038910,2003,Darién,1.5,,,0.25,,,7.699999809,,0.6999999881,,,,,,,,,,,,,,,1,,,,,,,,,,0.400000006,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,3.900000095,0.8999999762,,,,0.3000000119,,,0.5,,,,2,,,,,,,,,
20038911,2003,Darién,1.5,,,,,,,,,2.25,,,,,,,,,,,3,,,,,,,,,0.8000000119,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,0.5,10.39999962,,,,0.6000000238,,,,,,,,1.600000024,,,,,,,,,
20038912,2003,Darién,2.25,,,0.25,,,,,0.6000000238,,4.5,4,1.600000024,,,,,,0.5,,3,,,2,,,1.399999976,,3,3.200000048,,,,,,,,,,,,,,,,,,,,,0.75,,1,,,0.8000000119,,,5,,,,5,,,,,,,,0.5,,0.8000000119,,1,,,,,,,,,
20038913,2003,Darién,1.5,,,0.5,,,,,5.25,2.25,4.5,3.75,0.400000006,,,0.200000003,,,1.5,,1.75,,,0.6999999881,,,0.8000000119,,2,1.200000048,,,,,,,,,,,,,,,,,,,,,1.5,,,,1.799999952,1.600000024,0.150000006,,4.5,1.5,,,10,,,,2.799999952,0.5,,,0.5,,,,4.800000191,,,,,,,,,
20038914,2003,Comarca Emberá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2.5,,,,,,,,,,,,,,,,,,,,,1.5
20038915,2003,Comarca Emberá,,,,,,,,,1.799999952,1,,2.5,,,,,,,,,0.8999999762,,,1.5,,,1.200000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,1.399999976,,,,,,,,,,,
20038921,2003,Comarca Emberá,1.100000024,,,,,,,,0.6000000238,1.5,,,,,,,,,,,,,,0.200000003,,,0.6000000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000000238,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,
20038922,2003,Comarca Emberá,1,,,,,,,,0.3000000119,2.25,,4,,0.6000000238,,,0.75,,,,1,,,0.3000000119,,,0.6999999881,,0.75,0.6999999881,,,,1,,,,,,,,,,,,,,,,,0.400000006,,,,,0.6999999881,,,4,0.25,,,,1,,,0.400000006,1,,,0.25,,,,3.599999905,,,0.25,,,,,,
20038924,2003,Comarca Emberá,3.25,,,,,,0.6999999881,,0.6000000238,,,,,0.3000000119,,,,,,,0.5,,,,,,,,0.75,,,,,1.100000024,,,,,,,,,,,,,,,,,0.5,,,,,0.349999994,,,0.8000000119,0.3000000119,,1,,,,,,1,,,,,0.75,,1.049999952,,,,,,0.75,,,
20038925,2003,Comarca Emberá,1,,,,,,5.25,,0.3000000119,,6.25,2,1.399999976,0.400000006,12,,,,,,,,,,,,,,,,,,,1,,,,,,1.25,,,,,,,,,,,0.5,,0.5,,1.200000048,0.400000006,,,2.5,,,0.5,,2,,,,,,,,,,,1.049999952,,,1.100000024,,,,,,
20038926,2003,Panamá,4.349999905,,0.5,0.5,,0.8000000119,3.599999905,0.6800000072,1.24000001,1.75,12,8,1,2.390000105,,2,,,,0.5,4,1.159999967,0.7900000215,3,,2,0.349999994,2.5,1.879999995,1.950000048,,7.5,2,0.7900000215,,,,,0.8000000119,1.5,1.5,,1.580000043,,,,,,,,4.039999962,,2.5,,4.300000191,2.200000048,,1.200000048,,,,0.75,7,0.9900000095,1.100000024,,4.130000114,,,0.8000000119,0.2599999905,,,,7.980000019,1.950000048,,0.8000000119,,3,,1.200000048,,
20038927,2003,Panamá,,,0.5,0.5,,0.349999994,2.519999981,0.6000000238,1.080000043,1,9.5,,0.8999999762,1.940000057,,,5.599999905,,,0.5,5.690000057,,0.6999999881,,0.6999999881,0.400000006,0.349999994,0.75,2.299999952,2.559999943,,10.5,2.400000095,0.6000000238,,0.25,,,,1.5,,,,,,0.5,,1,0.400000006,,8.039999962,,1,0.8000000119,1.590000033,1.529999971,,,10.5,,1.779999971,1,12,1,0.5500000119,,5.900000095,,,,0.200000003,,3.880000114,,0.75,0.25,,1.399999976,1.389999986,,,0.6999999881,,
20038928,2003,Panamá,1,,,0.25,,,7.199999809,0.5,1.549999952,2.25,2.299999952,,1,0.5,6,,,,,0.25,1.25,0.75,0.5,,,,0.8999999762,,1.200000048,,,1.75,,0.8000000119,5,,,,0.1000000015,0.25,0.25,,,0.200000003,,,,,,,6.5,0.349999994,,,0.3700000048,0.1000000015,,,1.399999976,2.25,,1.5,12,,,,,,,,0.1000000015,,0.5,,5.900000095,,,,,,,,,0.349999994
20038929,2003,Panamá,2.799999952,,0.25,,,0.349999994,5.960000038,,1.200000048,2.25,3.799999952,,2,0.4900000095,,,,,,,0.6000000238,,0.6000000238,4.5,1.299999952,3,,7.5,0.6000000238,2.519999981,4.699999809,0.6999999881,0.3000000119,0.5500000119,,2.25,,,,0.75,,,,,,,,0.5,,,6,,0.6000000238,,1.679999948,2.130000114,,,2.799999952,4.5,,3,8.399999619,0.6499999762,0.5500000119,1.179999948,0.6000000238,,,,0.3899999857,,,,6.289999962,0.7599999905,,0.3000000119,,,,,,
20038930,2003,Panamá,1,,0.400000006,,,,1.799999952,,3.5,3.059999943,3.799999952,,0.6999999881,,,,,,0.5,0.5,,,,,,0.200000003,,,1.299999952,1.820000052,,3.5,,,,,,,,3.75,1.149999976,,,,0.6000000238,,,,0.349999994,,0.6999999881,,,,0.5500000119,0.6999999881,,0.400000006,,,3.599999905,1,6.400000095,,,,1.200000048,,,,0.200000003,,,,1.100000024,0.3000000119,,0.6000000238,,,,0.400000006,,0.4499999881
20038931,2003,Panamá,2.089999914,,1,0.5,,0.200000003,1.799999952,,0.6000000238,,1.980000019,2.299999952,0.6999999881,2.019999981,,,,,1,0.6999999881,1.100000024,,0.6999999881,,,0.400000006,,,0.6600000262,0.6000000238,2.25,0.6999999881,0.6999999881,0.4699999988,,0.6000000238,,,2.190000057,0.75,,,,,0.25,,,0.5,0.400000006,,1.200000048,,0.8000000119,2,0.5500000119,0.6999999881,,0.4499999881,,,,1,1.799999952,0.7900000215,,,2.799999952,,0.400000006,0.8999999762,0.25,,0.7900000215,,1.200000048,,,0.6000000238,,,0.25,0.400000006,0.4499999881,0.6499999762
20038932,2003,Panamá,1.100000024,,0.200000003,0.25,,0.25,,0.4300000072,1.590000033,1.25,11.39999962,,0.75,4.130000114,,,,,0.3000000119,0.200000003,2.400000095,,0.6600000262,1.75,0.6499999762,1,0.3000000119,,1.149999976,3.660000086,,2.099999905,0.8999999762,1.5,,0.25,,,,2,1.25,,1,,,,,,,,2.099999905,,1.200000048,,2,1.399999976,,0.5,2.099999905,0.400000006,,1,7.199999809,0.6999999881,,,1.25,,,0.8000000119,,,2.910000086,,3.599999905,,,0.6999999881,,,,0.4499999881,,0.5
20038933,2003,Panamá,2.950000048,,,,,0.6999999881,4.949999809,,2.160000086,2.700000048,7,6.599999905,0.4499999881,0.7400000095,,,,,,0.5,1.350000024,,,,,,,,1.149999976,1.980000019,,,,,,,,,0.25,,,,,,,,,,,,3.75,,,,1.649999976,,,,,,,0.5,11.69999981,0.8199999928,,,1.450000048,,,,,,,,1.200000048,,,,,,,,,
20038934,2003,Panamá,1.25,,0.3300000131,0.349999994,,0.25,6,,1.5,3.299999952,,,0.75,1.799999952,4.199999809,,,,,0.25,,,0.8999999762,,,,,,4.800000191,,,10.5,,1.399999976,,,,,,,0.1000000015,,1.100000024,,1.75,,,,,,1.799999952,,2,,1.200000048,0.7400000095,,,,,,2,11.60000038,2,,,1,,,0.5799999833,0.25,,9,,2.5,0.3600000143,,1,,,0.25,0.4499999881,0.5,
20038935,2003,Panamá,,,1.799999952,1.779999971,,1.840000033,5.400000095,,,,,,0.8899999857,,,,,,,1.100000024,12.14000034,,,1.799999952,,0.8999999762,,5.179999828,2.299999952,2.599999905,,7.039999962,1.25,,,,,,1.980000019,,,,1.700000048,,0.25,,,,,,10.69999981,,1.399999976,,,,,,,4,,1,15.63000011,,1.100000024,,7.769999981,,,,,,,,16.5,0.7799999714,,3.180000067,,,,,,
20038936,2003,Panamá,2.5,,,0.5,,0.25,3.200000048,0.4300000072,0.3000000119,,3.599999905,,0.6999999881,3.5,,,,,0.200000003,0.5,2.700000048,,,3.450000048,,0.3000000119,,0.8500000238,1.25,,,2.799999952,,,,,,,,,,3.25,0.9900000095,,1,,,0.5,,,1.799999952,,1.75,,0.5699999928,0.7400000095,,0.6000000238,0.8999999762,,,0.5,3.599999905,,,,2.400000095,,0.6000000238,,0.25,,0.9900000095,,4.300000191,1.24000001,,1.200000048,2.200000048,,0.5,1.5,,
20038937,2003,Panamá,1.799999952,,,,,,1.799999952,,0.8999999762,,,6,0.6999999881,3,,1,,,,,2.75,,,,,0.3000000119,,,1.149999976,,,4.199999809,,,,0.5,,,,,0.25,,,,,,,,0.4499999881,,1.580000043,,1,,1.139999986,1.980000019,,0.5,,,,1,6,,,,1.299999952,,,0.8000000119,0.200000003,,,,1.100000024,,,0.6000000238,,,,,,
20038939,2003,Panamá,2.700000048,,0.25,0.5,,0.25,3.599999905,0.4300000072,1.529999971,,10,4,0.75,8,6.400000095,,,,,1,1.25,,0.6000000238,,1,4.5,0.3000000119,,1.149999976,2.480000019,,,0.6000000238,0.4699999988,,0.5,,,,,0.6999999881,,1.379999995,,,,,,,,3.75,,1,1.5,,3.299999952,,,1.100000024,,,1.25,10,0.8000000119,,,1.100000024,,,,0.5,,,,5.239999771,,,,,1.25,,,,
2003894,2003,Los Santos,2.349999905,,0.3799999952,0.400000006,,,6.800000191,,0.25,1.5,28.10000038,18,0.8999999762,4.53000021,,0.200000003,,,,,9.600000381,1.5,,2.75999999,,,0.3000000119,,2,1.220000029,,12.60000038,1.799999952,0.6499999762,,,,,1.350000024,2.5,,,,,,,,,,,9.350000381,,1.5,,0.5299999714,2.619999886,0.1000000015,0.75,5,0.3000000119,,2.5,17.80999947,0.8500000238,0.25,,4.570000172,,,0.6000000238,0.1700000018,,0.6000000238,,12.35999966,1.700000048,,2.099999905,,,,1.600000024,,
20038940,2003,Panamá,0.9800000191,,,,,,3.599999905,,0.6200000048,,9,2.299999952,,2.019999981,,,,,0.5,1.100000024,1.25,,,0.200000003,1.350000024,0.400000006,0.4199999869,,1.120000005,0.6000000238,10,0.6999999881,0.6999999881,0.5,,0.5,,,1.299999952,1.25,,,,,,,,0.6000000238,,,1.980000019,,0.8000000119,1.600000024,0.5500000119,1.379999995,0.5,0.4499999881,1.100000024,1.600000024,,1,4.5,0.8000000119,,,1.299999952,,,0.6999999881,0.25,,1.059999943,,4.099999905,0.6000000238,,0.6000000238,,,,0.4499999881,0.400000006,0.5
20038941,2003,Panamá,,,0.6999999881,,,,5.400000095,,,4.75,20.36000061,21.36000061,0.2099999934,9.43999958,,1.5,,,,0.5,25.89999962,7.400000095,,6.420000076,,0.3000000119,,,2.599999905,,,8.850000381,0.9599999785,0.5899999738,,0.5,,,,1,2.539999962,,6.599999905,,2,,,,,,9.529999733,,,,4.239999771,7.880000114,,,23.76000023,1.649999976,,0.3100000024,24.5,0.9499999881,2.5,,15,,,1.039999962,,,3.160000086,,16.78000069,,,1.5,,,0.1800000072,0.8000000119,0.9200000167,1.590000033
20038942,2003,Panamá,5.300000191,1,,,,,1.5,0.6999999881,1.5,2.49000001,7,,0.6999999881,5.449999809,,,9,,1.200000048,0.5,4.550000191,2.599999905,,4.170000076,1.049999952,0.150000006,,2.099999905,1.149999976,,2.75,1.450000048,1,0.8000000119,,0.5,,,,,1.25,,1.350000024,,0.25,,,,,,9.75,,0.6999999881,,3.339999914,1.620000005,,,,1.5,,1,3,1.100000024,2.650000095,,6.079999924,,,,0.25,,3.160000086,,19.29999924,4,,3.599999905,,,,1.200000048,,
20038943,2003,Panamá,3,,,,,1,7.199999809,,1.5,2.5,,,,,,,,,,,,,,2,,,,,2.799999952,,,0.6999999881,1,,,,,,1,5,,,0.9499999881,2,,,,,,,5,,2,,,,,1,,,1.5,,,,2,,,,,2,0.5,,,,5.5,,,1,,,,1.950000048,,
20038944,2003,Panamá,,,,,,,,,1.450000048,2.49000001,,,,0.3700000048,,,,,,,1.850000024,,,1.799999952,,,,,,,,1.399999976,,,,,,,,,,,,,,,,,,,1.580000043,,,,,,,,,,,,,,,,2.950000048,,,,,,,,2.400000095,1.399999976,,,,,,,,
20038945,2003,Panamá,1.25,,0.8000000119,1,,1,7.199999809,,1.5,3,18,8.399999619,1.799999952,7.670000076,,,,,1,0.5,7.400000095,4.099999905,,3.49000001,5.599999905,0.6000000238,1.75,,2.400000095,3.200000048,5.599999905,40.5,0.6000000238,1.600000024,,,,,,1.799999952,1.980000019,,,,,,,3,,,12.5,,3.5,1,3.059999943,6.980000019,,,4.5,3.5,2,2,19.20000076,1.600000024,0.5500000119,,8.380000114,,,,,,3.960000038,,14.35999966,1.399999976,,3.5,,,,,1.5,
20038946,2003,Panamá,1.25,,,,,,1.799999952,,1.450000048,,9,8.100000381,,2.839999914,,,,,,,7.400000095,0.6299999952,0.8899999857,0.8999999762,0.6499999762,,,,1.25,1.950000048,,1.75999999,,0.5400000215,,,,,0.75,1,,,,,0.5,,,,,,1.299999952,,0.349999994,,1.00999999,1.559999943,,,,,,0.5,4.5,,,,1.450000048,,,,0.25,,0.9800000191,,1.399999976,0.6999999881,,,,,,,,
20038947,2003,Panamá,,,,,,,,,1.5,,,,,,,,,,,,,,,,0.6499999762,,0.3100000024,,,,,10.5,,,,,,,,1.5,,,,,,,,,,,7.5,,,,7.25,,,,,,,,,,,,,,,,,,,,,1.049999952,,,,,,,,
20038948,2003,Panamá,,,0.8000000119,,,,3.599999905,,1.5,4.980000019,23.5,,3,6.789999962,3,,,,,,,1.950000048,0.6999999881,4.599999905,,0.5,,,2.5,4.199999809,,6.860000134,,1.779999971,,,,,,2,1.5,,,,,,,,,,11.85000038,,3,,2.019999981,9.430000305,,,,,,2,27,0.9499999881,1.559999943,,10.69999981,,,,0.5,,5.880000114,,5.730000019,2.670000076,,3.5,,,,3,,
20038949,2003,Panamá,,,,,,,,0.6000000238,3,,,,,,,,,,,,,,0.8999999762,,,,0.3000000119,1.549999952,,,,2.099999905,,0.6499999762,,,,,,1.5,,,,,0.75,,,,,,15,,,,2.269999981,,,,,,,,4,0.8999999762,,,,,,,0.25,,,,,2.799999952,,,,,,,,
2003895,2003,Herrera,1.25,,1,0.6499999762,,0.3000000119,9,0.5,5,8.25,6,2.5,1.5,1,,,,,0.25,,2,,0.6000000238,5.5,,,0.6000000238,,,3.5,,,,1.799999952,,,,,,,0.25,,,,,,,,,,4,,,,0.5500000119,2.799999952,,,,0.5,,1.5,6,1.5,,,,0.5,,,0.25,,2.5,,1,,,,,,,,,
20038951,2003,Panamá,2.359999895,,0.400000006,0.25,,0.4900000095,5.960000038,,0.5199999809,0.8999999762,,,0.4799999893,,,,,,0.5,,,,0.6899999976,1.5,,,,,1.320000052,,,1.399999976,,0.7400000095,,,,,,,,,,,,,,,,,5.599999905,,0.400000006,,,,0.3000000119,,,,,1.75,8,,0.5500000119,,4.5,1,,,0.25,,2.819999933,,1.5,,,,,,,0.25,,
20038952,2003,Panamá,1.789999962,,0.25,0.3000000119,,,8.699999809,,1.450000048,1.600000024,1.850000024,1.110000014,0.1000000015,3.049999952,,0.5,,,0.6000000238,0.150000006,3,,,,,0.1000000015,,,,1.700000048,6.449999809,,,0.349999994,,,,,,0.25,1,,,,,,,0.25,,,5.400000095,,0.400000006,,,2.869999886,,,1.399999976,,,2,1.5,0.8899999857,,,,0.25,0.3000000119,,0.25,,,1,1.5,,,0.400000006,,,,0.25,,
20038954,2003,Panamá,2.799999952,,,1,,0.3000000119,4.5,,,2.200000048,,,0.6000000238,,,,,,,,2.200000048,,,,,0.200000003,,,1.200000048,,,0.6999999881,,0.3000000119,,,,,,0.5,,,,,,,,,,,1.600000024,,0.400000006,,,,,,,,,0.25,1.5,0.349999994,,,1.200000048,,,,,,,,0.3000000119,,,,,,,,,
20038955,2003,Panamá,2.049999952,,0.25,0.25,2.319999933,0.200000003,6,,1.100000024,,11.19999981,5.550000191,0.400000006,1.870000005,4,0.75,,,1,0.3000000119,2.980000019,0.7400000095,0.6999999881,1.100000024,1.139999986,1,0.8999999762,2.900000095,1.100000024,3.299999952,12,1.139999986,0.400000006,0.6999999881,,1,,,,1,1,,1.649999976,,,,,1,0.8999999762,,2.670000076,,2,,1.24000001,2.369999886,,0.5,,,,2,3,0.8999999762,1.100000024,,2.549999952,,0.3000000119,0.400000006,0.200000003,,1.100000024,,2.339999914,1.799999952,,0.400000006,2.25,,0.400000006,1,,0.8000000119
20038958,2003,Panamá,0.8500000238,,0.3000000119,0.6999999881,,0.150000006,6,,,0.1000000015,3,,1.399999976,,,,,,0.6999999881,0.6999999881,,,,,,,,,1.100000024,0.7400000095,,,,,,,,,,,,,,,,,,,,,0.6000000238,,0.5,,,,,0.25,,,,0.1000000015,12,0.4499999881,2,,0.400000006,,,,,,,,0.6000000238,,,,,,0.6000000238,,,0.25
20038959,2003,Panamá,1.350000024,,,1,,,3,,0.3100000024,0.400000006,,,,,,,0.5,,0.8000000119,0.1000000015,,,,,,0.1000000015,,,0.2199999988,,,,,,,,,,,,0.6000000238,,,,,,,,,,5.199999809,,,,,,,,,0.1000000015,,0.5,1.25,,1,,0.200000003,0.1000000015,,,0.25,,,,0.5,,,,,,,,,
